order_id,order_date,region,product,category,quantity,unit_price,revenue,customer_id
83,2024-07-22,North,Widget,Hardware,8,246.06,1968.48,1156
84,2024-03-15,South,Thingamajig,Accessories,7,180.99,1266.93,1098
85,2025-05-21,South,Gadget,Hardware,1,223.7,223.7,1197
86,2024-04-19,East,Gadget,Hardware,6,202.01,1212.06,1178
87,2025-06-14,South,Thingamajig,Accessories,8,229.78,1838.24,1031
88,2025-04-12,North,Doohickey,Electronics,17,247.03,4199.51,1152
89,2024-11-20,West,Doohickey,Electronics,20,204.68,4093.6,1129
90,2025-03-12,West,Thingamajig,Accessories,15,224.82,3372.3,1190
91,2025-05-01,South,Gadget,Hardware,9,192.62,1733.58,1133
92,2025-05-11,East,Gizmo,Electronics,15,23.98,359.7,1073
93,2024-08-28,North,Gizmo,Electronics,18,24.74,445.32,1038
94,2024-08-24,South,Gadget,Hardware,7,20.74,145.18,1104
95,2024-12-04,South,Doohickey,Electronics,2,55.67,111.34,1107
96,2025-02-02,West,Thingamajig,Accessories,1,214.9,214.9,1195
97,2025-08-12,South,Widget,Hardware,12,78.16,937.92,1099
98,2025-03-05,South,Thingamajig,Accessories,20,224.96,4499.2,1124
99,2024-08-12,North,Doohickey,Electronics,1,100.27,100.27,1171
100,2025-11-26,East,Gadget,Hardware,15,230.29,3454.35,1159
101,2025-06-30,North,Doohickey,Electronics,19,143.28,2722.32,1006
102,2024-03-26,East,Gadget,Hardware,15,49.52,742.8,1066
103,2025-01-23,South,Doohickey,Electronics,11,87.69,964.59,1097
104,2024-10-11,East,Doohickey,Electronics,9,209.55,1885.95,1120
105,2024-01-20,East,Widget,Hardware,12,59.93,719.16,1017
106,2025-10-29,North,Widget,Hardware,8,53.84,430.72,1005
107,2025-09-28,North,Gadget,Hardware,16,169.02,2704.32,1144
108,2024-08-11,South,Gizmo,Electronics,12,46.11,553.32,1155
109,2024-04-27,East,Gadget,Hardware,10,31.48,314.8,1006
110,2024-11-15,East,Doohickey,Electronics,13,235.66,3063.58,1050
111,2024-03-18,East,Gadget,Hardware,4,175.81,703.24,1077
112,2025-12-01,East,Widget,Hardware,19,196.75,3738.25,1088
113,2025-06-29,South,Gizmo,Electronics,3,128.96,386.88,1087
114,2024-01-13,West,Doohickey,Electronics,4,111.21,444.84,1092
115,2025-10-12,West,Doohickey,Electronics,5,111.69,558.45,1187
116,2025-06-18,West,Gizmo,Electronics,20,203.01,4060.2,1137
117,2025-05-10,South,Thingamajig,Accessories,9,83.96,755.64,1062
118,2024-03-29,North,Doohickey,Electronics,8,188.87,1510.96,1145
119,2025-09-16,East,Gizmo,Electronics,1,126.11,126.11,1083
120,2024-07-05,South,Gizmo,Electronics,9,88.38,795.42,1152
121,2025-12-19,West,Thingamajig,Accessories,1,131.57,131.57,1048
122,2024-03-28,North,Doohickey,Electronics,16,141.02,2256.32,1061
123,2025-12-08,South,Doohickey,Electronics,15,199.27,2989.05,1023
124,2024-10-28,North,Gadget,Hardware,10,167.67,1676.7,1094
125,2025-04-29,East,Gizmo,Electronics,14,249.17,3488.38,1140
126,2024-12-04,South,Doohickey,Electronics,9,80.12,721.08,1059
127,2024-05-03,East,Gizmo,Electronics,4,187.01,748.04,1195
128,2025-12-07,North,Gadget,Hardware,16,72.74,1163.84,1150
129,2025-06-21,East,Widget,Hardware,7,77.58,543.06,1092
130,2024-07-02,South,Thingamajig,Accessories,5,72.21,361.05,1013
131,2025-07-20,North,Gadget,Hardware,16,30.13,482.08,1003
132,2025-08-10,North,Doohickey,Electronics,15,88.47,1327.05,1013
133,2024-09-15,West,Doohickey,Electronics,4,206.42,825.68,1102
134,2025-05-18,North,Widget,Hardware,5,41.55,207.75,1144
135,2024-11-07,North,Gadget,Hardware,4,141.73,566.92,1106
136,2025-09-12,East,Thingamajig,Accessories,8,195.04,1560.32,1097
137,2025-04-06,West,Gizmo,Electronics,19,247.56,4703.64,1078
138,2025-08-05,East,Thingamajig,Accessories,4,237.16,948.64,1053
139,2025-10-02,North,Widget,Hardware,6,63.77,382.62,1141
140,2024-03-17,North,Doohickey,Electronics,15,173.9,2608.5,1120
141,2024-10-25,North,Gizmo,Electronics,10,177.23,1772.3,1116
142,2024-03-13,East,Gizmo,Electronics,19,166.99,3172.81,1050
143,2025-03-11,North,Gadget,Hardware,5,227.56,1137.8,1036
144,2024-03-14,North,Gizmo,Electronics,20,188.49,3769.8,1145
145,2024-10-22,South,Doohickey,Electronics,10,176.43,1764.3,1069
146,2025-05-27,South,Doohickey,Electronics,3,151.52,454.56,1110
147,2024-11-26,East,Widget,Hardware,3,61.09,183.27,1172
148,2025-08-12,East,Widget,Hardware,9,146.18,1315.62,1195
149,2024-06-28,South,Doohickey,Electronics,9,49.46,445.14,1149
150,2025-03-22,East,Doohickey,Electronics,3,120.15,360.45,1104
151,2024-12-07,South,Widget,Hardware,6,85.8,514.8,1177
152,2025-05-22,North,Doohickey,Electronics,18,13.99,251.82,1022
153,2024-11-18,North,Widget,Hardware,13,216.9,2819.7,1000
154,2025-11-04,West,Doohickey,Electronics,14,18.28,255.92,1132
155,2025-01-05,East,Doohickey,Electronics,15,191.2,2868.0,1052
156,2024-09-30,South,Gizmo,Electronics,15,220.81,3312.15,1124
157,2024-05-04,North,Thingamajig,Accessories,8,178.9,1431.2,1079
158,2025-07-18,North,Doohickey,Electronics,3,60.05,180.15,1029
159,2025-04-17,West,Gadget,Hardware,16,233.5,3736.0,1074
160,2025-06-05,East,Doohickey,Electronics,16,245.16,3922.56,1062
161,2025-04-12,East,Doohickey,Electronics,7,230.86,1616.02,1130
162,2024-05-19,West,Gizmo,Electronics,14,88.27,1235.78,1129
163,2024-09-30,West,Gizmo,Electronics,10,210.18,2101.8,1148
164,2025-11-06,South,Gadget,Hardware,15,136.95,2054.25,1088
165,2024-12-06,East,Thingamajig,Accessories,13,116.56,1515.28,1082
166,2024-07-12,West,Gadget,Hardware,19,98.83,1877.77,1198
167,2025-02-24,North,Doohickey,Electronics,13,99.59,1294.67,1169
168,2025-10-29,West,Doohickey,Electronics,2,35.93,71.86,1151
169,2024-12-05,West,Doohickey,Electronics,4,133.86,535.44,1116
170,2024-01-16,East,Doohickey,Electronics,5,23.33,116.65,1067
171,2024-12-12,East,Doohickey,Electronics,3,213.68,641.04,1172
172,2025-06-30,South,Gizmo,Electronics,16,218.73,3499.68,1009
173,2025-09-24,North,Gizmo,Electronics,8,187.96,1503.68,1111
174,2024-04-10,East,Widget,Hardware,15,45.76,686.4,1076
175,2024-01-30,North,Widget,Hardware,10,92.82,928.2,1110
176,2024-05-29,North,Doohickey,Electronics,19,172.04,3268.76,1046
177,2024-06-23,North,Thingamajig,Accessories,13,156.83,2038.79,1061
178,2025-05-24,West,Gadget,Hardware,8,117.98,943.84,1065
179,2025-04-15,North,Widget,Hardware,15,225.8,3387.0,1173
180,2025-07-13,North,Doohickey,Electronics,12,246.97,2963.64,1076
181,2025-10-16,West,Gizmo,Electronics,15,212.1,3181.5,1050
182,2025-01-28,West,Widget,Hardware,8,98.43,787.44,1091
183,2025-08-11,North,Gizmo,Electronics,1,244.6,244.6,1168
184,2025-02-09,North,Thingamajig,Accessories,2,228.1,456.2,1190
185,2025-05-23,West,Gizmo,Electronics,8,153.73,1229.84,1090
186,2024-08-12,East,Thingamajig,Accessories,9,171.05,1539.45,1184
187,2025-11-06,East,Gadget,Hardware,4,226.33,905.32,1165
188,2024-02-10,South,Doohickey,Electronics,2,147.0,294.0,1187
189,2024-05-14,North,Gizmo,Electronics,11,188.13,2069.43,1044
190,2024-07-24,North,Thingamajig,Accessories,12,135.06,1620.72,1069
191,2024-06-17,North,Doohickey,Electronics,10,187.91,1879.1,1086
192,2024-04-27,South,Widget,Hardware,5,189.77,948.85,1057
193,2025-11-23,East,Doohickey,Electronics,18,94.61,1702.98,1101
194,2024-01-15,North,Widget,Hardware,15,95.3,1429.5,1191
195,2025-11-19,North,Doohickey,Electronics,12,31.54,378.48,1059
196,2025-04-27,North,Thingamajig,Accessories,11,229.24,2521.64,1056
197,2025-10-25,North,Doohickey,Electronics,10,164.06,1640.6,1029
198,2024-05-23,North,Widget,Hardware,10,249.0,2490.0,1029
199,2024-04-09,North,Thingamajig,Accessories,5,100.22,501.1,1094
200,2025-11-17,West,Thingamajig,Accessories,14,148.9,2084.6,1186
201,2024-06-07,West,Widget,Hardware,16,155.83,2493.28,1071
202,2024-02-03,East,Gadget,Hardware,15,113.95,1709.25,1060
203,2025-01-06,North,Gizmo,Electronics,18,225.92,4066.56,1165
204,2025-01-02,North,Gizmo,Electronics,7,242.21,1695.47,1116
205,2024-04-03,East,Thingamajig,Accessories,1,17.39,17.39,1085
206,2024-09-06,West,Thingamajig,Accessories,7,21.81,152.67,1195
207,2025-07-21,North,Gadget,Hardware,8,85.5,684.0,1037
208,2025-09-02,North,Gadget,Hardware,5,137.35,686.75,1044
209,2024-04-22,East,Widget,Hardware,5,8.64,43.2,1060
210,2025-08-25,South,Gadget,Hardware,9,17.84,160.56,1189
211,2025-03-07,South,Widget,Hardware,16,114.83,1837.28,1092
212,2025-06-09,East,Doohickey,Electronics,17,59.28,1007.76,1157
213,2024-02-14,East,Thingamajig,Accessories,10,117.22,1172.2,1007
214,2024-03-03,West,Doohickey,Electronics,14,173.09,2423.26,1125
215,2025-12-30,West,Widget,Hardware,3,83.92,251.76,1037
216,2024-03-08,North,Thingamajig,Accessories,19,139.35,2647.65,1083
217,2025-01-25,West,Thingamajig,Accessories,10,116.16,1161.6,1154
218,2025-03-16,North,Widget,Hardware,18,181.61,3268.98,1055
219,2025-03-16,South,Gadget,Hardware,14,88.04,1232.56,1116
220,2025-02-12,South,Widget,Hardware,11,109.56,1205.16,1170
221,2024-09-18,South,Gadget,Hardware,16,21.45,343.2,1021
222,2024-04-05,South,Gizmo,Electronics,5,141.31,706.55,1150
223,2025-07-29,East,Widget,Hardware,14,91.63,1282.82,1170
224,2025-03-09,West,Widget,Hardware,10,152.1,1521.0,1090
225,2024-04-16,East,Gadget,Hardware,5,165.9,829.5,1057
226,2024-04-20,South,Thingamajig,Accessories,12,33.15,397.8,1071
227,2025-08-10,North,Doohickey,Electronics,18,243.76,4387.68,1159
228,2025-09-20,East,Thingamajig,Accessories,1,154.2,154.2,1168
229,2025-12-11,North,Gadget,Hardware,9,177.16,1594.44,1079
230,2024-12-13,South,Gadget,Hardware,5,143.75,718.75,1102
231,2024-03-12,North,Widget,Hardware,3,187.8,563.4,1055
232,2025-01-20,South,Gizmo,Electronics,6,95.66,573.96,1184
233,2024-11-28,East,Thingamajig,Accessories,20,25.81,516.2,1013
234,2024-06-08,North,Thingamajig,Accessories,2,170.12,340.24,1069
235,2025-03-29,East,Doohickey,Electronics,20,113.3,2266.0,1069
236,2024-08-08,East,Widget,Hardware,12,110.33,1323.96,1072
237,2025-11-25,East,Doohickey,Electronics,17,168.45,2863.65,1011
238,2024-08-13,South,Thingamajig,Accessories,2,6.88,13.76,1077
239,2024-08-04,East,Gizmo,Electronics,10,85.39,853.9,1001
240,2025-05-24,East,Gadget,Hardware,5,98.15,490.75,1180
241,2024-08-23,South,Gizmo,Electronics,3,102.28,306.84,1189
242,2024-02-13,South,Doohickey,Electronics,3,216.22,648.66,1147
243,2025-03-15,East,Doohickey,Electronics,10,33.22,332.2,1005
244,2024-11-28,North,Thingamajig,Accessories,15,208.85,3132.75,1092
245,2024-03-31,South,Widget,Hardware,8,111.74,893.92,1102
246,2025-06-20,North,Gizmo,Electronics,11,59.29,652.19,1199
247,2024-06-21,North,Widget,Hardware,17,129.94,2208.98,1198
248,2024-12-23,South,Gadget,Hardware,8,30.19,241.52,1065
249,2024-07-21,North,Gadget,Hardware,3,48.4,145.2,1197
250,2025-10-05,South,Thingamajig,Accessories,19,114.98,2184.62,1144
251,2025-10-20,East,Thingamajig,Accessories,11,216.74,2384.14,1160
252,2024-11-19,North,Widget,Hardware,16,113.34,1813.44,1077
253,2024-10-08,East,Gizmo,Electronics,17,23.18,394.06,1118
254,2025-04-07,North,Gizmo,Electronics,10,23.8,238.0,1023
255,2025-09-21,East,Doohickey,Electronics,15,147.18,2207.7,1189
256,2024-02-12,South,Thingamajig,Accessories,7,83.77,586.39,1121
257,2025-05-28,North,Widget,Hardware,15,30.36,455.4,1087
258,2024-03-27,South,Gadget,Hardware,2,65.7,131.4,1112
259,2025-03-25,South,Thingamajig,Accessories,6,94.16,564.96,1072
260,2025-01-31,South,Gizmo,Electronics,20,17.83,356.6,1161
261,2025-10-24,South,Gizmo,Electronics,4,141.7,566.8,1098
262,2024-10-17,North,Thingamajig,Accessories,5,86.67,433.35,1149
263,2025-11-10,North,Gizmo,Electronics,10,242.09,2420.9,1178
264,2025-11-09,South,Thingamajig,Accessories,3,80.85,242.55,1096
265,2025-10-20,East,Gadget,Hardware,17,27.9,474.3,1171
266,2025-03-09,South,Widget,Hardware,12,80.67,968.04,1054
267,2024-12-15,West,Doohickey,Electronics,7,60.5,423.5,1035
268,2024-06-07,North,Widget,Hardware,17,193.86,3295.62,1189
269,2025-06-23,North,Gizmo,Electronics,20,37.11,742.2,1096
270,2024-06-06,North,Thingamajig,Accessories,6,181.69,1090.14,1011
271,2025-02-24,South,Gadget,Hardware,15,154.6,2319.0,1192
272,2025-04-04,North,Gadget,Hardware,10,241.57,2415.7,1120
273,2024-07-17,South,Thingamajig,Accessories,15,118.11,1771.65,1072
274,2025-01-26,South,Doohickey,Electronics,6,205.14,1230.84,1154
275,2024-05-21,West,Widget,Hardware,16,219.16,3506.56,1141
276,2024-04-15,East,Thingamajig,Accessories,4,74.84,299.36,1195
277,2024-06-13,North,Thingamajig,Accessories,5,208.61,1043.05,1023
278,2024-08-15,West,Gizmo,Electronics,1,106.65,106.65,1101
279,2025-05-29,South,Doohickey,Electronics,3,96.85,290.55,1007
280,2024-11-22,West,Gizmo,Electronics,5,38.71,193.55,1073
281,2025-04-28,East,Gadget,Hardware,16,114.91,1838.56,1001
282,2024-03-22,North,Gadget,Hardware,5,139.46,697.3,1186
283,2025-09-15,South,Widget,Hardware,10,63.22,632.2,1031
284,2024-02-18,North,Thingamajig,Accessories,15,20.39,305.85,1127
285,2025-09-03,South,Thingamajig,Accessories,19,64.27,1221.13,1036
286,2024-10-25,South,Thingamajig,Accessories,12,63.94,767.28,1106
287,2024-07-10,East,Widget,Hardware,17,243.79,4144.43,1017
288,2025-06-22,South,Thingamajig,Accessories,18,9.98,179.64,1120
289,2024-02-14,East,Gizmo,Electronics,9,188.09,1692.81,1091
290,2024-03-10,South,Widget,Hardware,19,185.12,3517.28,1085
291,2024-05-16,North,Thingamajig,Accessories,11,204.31,2247.41,1044
292,2025-12-02,South,Doohickey,Electronics,6,203.82,1222.92,1016
293,2025-04-13,North,Gadget,Hardware,2,198.82,397.64,1010
294,2024-11-19,West,Thingamajig,Accessories,13,247.34,3215.42,1139
295,2025-04-29,North,Gadget,Hardware,10,92.46,924.6,1199
296,2024-02-18,West,Gizmo,Electronics,9,35.5,319.5,1094
297,2025-03-23,West,Doohickey,Electronics,13,88.06,1144.78,1047
298,2025-05-23,East,Gizmo,Electronics,17,70.35,1195.95,1021
299,2025-03-10,North,Thingamajig,Accessories,6,138.64,831.84,1082
300,2024-04-15,North,Gizmo,Electronics,10,114.25,1142.5,1183
301,2025-03-12,North,Doohickey,Electronics,12,114.55,1374.6,1186
302,2024-12-27,East,Doohickey,Electronics,9,161.67,1455.03,1014
303,2024-03-17,East,Doohickey,Electronics,12,130.71,1568.52,1191
304,2025-11-26,North,Widget,Hardware,5,212.92,1064.6,1173
305,2025-03-24,North,Widget,Hardware,8,195.74,1565.92,1093
306,2025-01-05,South,Thingamajig,Accessories,2,153.25,306.5,1173
307,2025-04-05,West,Gizmo,Electronics,15,191.96,2879.4,1146
308,2024-05-20,South,Doohickey,Electronics,11,164.14,1805.54,1063
309,2024-04-26,North,Gadget,Hardware,16,131.85,2109.6,1143
310,2024-04-30,North,Gizmo,Electronics,15,57.57,863.55,1156
311,2024-10-19,East,Doohickey,Electronics,7,35.05,245.35,1018
312,2025-04-07,North,Doohickey,Electronics,3,203.58,610.74,1081
313,2025-11-14,South,Widget,Hardware,18,137.83,2480.94,1076
314,2024-06-10,East,Gadget,Hardware,12,129.65,1555.8,1031
315,2024-07-24,East,Gadget,Hardware,16,11.44,183.04,1141
316,2025-08-09,South,Thingamajig,Accessories,5,154.93,774.65,1022
317,2024-03-08,South,Doohickey,Electronics,17,105.64,1795.88,1104
318,2025-08-11,North,Gizmo,Electronics,3,115.24,345.72,1174
319,2025-06-13,South,Thingamajig,Accessories,19,49.58,942.02,1033
320,2025-03-19,South,Widget,Hardware,4,131.94,527.76,1077
321,2024-06-17,North,Gadget,Hardware,12,237.13,2845.56,1132
322,2024-10-17,West,Gizmo,Electronics,7,160.59,1124.13,1141
323,2024-10-08,North,Gizmo,Electronics,20,135.7,2714.0,1128
324,2025-10-18,North,Thingamajig,Accessories,5,46.94,234.7,1159
325,2025-09-11,South,Thingamajig,Accessories,2,207.18,414.36,1007
326,2024-03-24,North,Thingamajig,Accessories,9,164.53,1480.77,1196
327,2025-08-08,South,Widget,Hardware,16,222.8,3564.8,1139
328,2024-10-23,East,Gizmo,Electronics,16,65.0,1040.0,1175
329,2025-02-19,North,Widget,Hardware,2,43.73,87.46,1106
330,2025-05-10,South,Gizmo,Electronics,20,40.2,804.0,1183
331,2024-11-22,East,Gizmo,Electronics,13,37.04,481.52,1094
332,2025-06-11,East,Gizmo,Electronics,8,119.29,954.32,1068
333,2025-04-05,North,Widget,Hardware,2,76.1,152.2,1098
334,2025-09-22,South,Gadget,Hardware,11,233.77,2571.47,1184
335,2024-11-16,North,Gadget,Hardware,16,249.01,3984.16,1119
336,2025-05-25,West,Doohickey,Electronics,1,27.06,27.06,1100
337,2025-06-01,South,Gadget,Hardware,7,147.92,1035.44,1012
338,2024-02-21,North,Thingamajig,Accessories,16,75.01,1200.16,1002
339,2024-04-20,South,Gizmo,Electronics,12,192.14,2305.68,1093
340,2024-02-16,South,Thingamajig,Accessories,18,52.69,948.42,1141
341,2024-10-22,North,Thingamajig,Accessories,15,192.28,2884.2,1071
342,2025-09-30,East,Widget,Hardware,5,243.9,1219.5,1100
343,2025-01-17,East,Gizmo,Electronics,18,235.04,4230.72,1193
344,2024-05-27,North,Thingamajig,Accessories,13,127.52,1657.76,1011
345,2024-02-09,North,Gizmo,Electronics,16,132.24,2115.84,1038
346,2025-09-12,West,Gadget,Hardware,11,233.19,2565.09,1081
347,2024-06-15,South,Thingamajig,Accessories,10,150.46,1504.6,1129
348,2025-06-05,South,Thingamajig,Accessories,10,121.35,1213.5,1004
349,2025-01-12,South,Widget,Hardware,14,148.01,2072.14,1185
350,2025-12-05,East,Thingamajig,Accessories,16,70.05,1120.8,1167
351,2025-08-15,East,Widget,Hardware,19,122.71,2331.49,1134
352,2025-10-06,East,Doohickey,Electronics,5,206.31,1031.55,1062
353,2024-02-02,East,Widget,Hardware,7,9.64,67.48,1080
354,2025-03-04,North,Gadget,Hardware,14,127.95,1791.3,1156
355,2025-04-27,West,Widget,Hardware,5,132.08,660.4,1143
356,2024-11-28,West,Doohickey,Electronics,17,97.32,1654.44,1044
357,2025-04-15,West,Gizmo,Electronics,18,91.8,1652.4,1197
358,2025-11-28,East,Gizmo,Electronics,20,123.62,2472.4,1063
359,2024-10-12,East,Gadget,Hardware,10,193.94,1939.4,1180
360,2024-07-31,East,Doohickey,Electronics,11,122.55,1348.05,1143
361,2024-10-07,North,Thingamajig,Accessories,18,98.03,1764.54,1101
362,2024-12-19,West,Gadget,Hardware,10,15.31,153.1,1182
363,2024-03-21,South,Doohickey,Electronics,9,188.1,1692.9,1054
364,2024-07-25,West,Gizmo,Electronics,18,175.56,3160.08,1035
365,2024-04-21,East,Thingamajig,Accessories,8,64.4,515.2,1171
366,2025-06-27,North,Gadget,Hardware,2,29.55,59.1,1084
367,2025-04-28,North,Gadget,Hardware,1,241.31,241.31,1040
368,2025-02-20,East,Doohickey,Electronics,16,164.38,2630.08,1193
369,2024-10-21,South,Widget,Hardware,3,164.81,494.43,1059
370,2025-07-01,East,Widget,Hardware,6,107.38,644.28,1045
371,2024-02-07,West,Doohickey,Electronics,16,50.65,810.4,1191
372,2024-10-23,West,Widget,Hardware,10,144.15,1441.5,1027
373,2024-12-09,North,Thingamajig,Accessories,17,126.01,2142.17,1034
374,2025-05-31,South,Gadget,Hardware,4,86.02,344.08,1187
375,2025-04-14,East,Gadget,Hardware,1,185.47,185.47,1075
376,2025-08-04,East,Gadget,Hardware,6,154.68,928.08,1163
377,2025-02-19,West,Thingamajig,Accessories,11,26.25,288.75,1171
378,2024-04-07,North,Gadget,Hardware,16,84.28,1348.48,1063
379,2024-01-07,North,Gadget,Hardware,15,189.67,2845.05,1084
380,2024-11-05,East,Thingamajig,Accessories,1,69.08,69.08,1092
381,2025-12-10,North,Widget,Hardware,15,80.17,1202.55,1103
382,2025-12-03,South,Gizmo,Electronics,4,161.48,645.92,1075
383,2025-01-11,East,Gadget,Hardware,5,122.15,610.75,1116
384,2025-09-12,South,Thingamajig,Accessories,16,190.55,3048.8,1170
385,2024-08-11,East,Thingamajig,Accessories,3,133.75,401.25,1135
386,2025-12-21,South,Thingamajig,Accessories,4,20.13,80.52,1140
387,2025-06-01,North,Thingamajig,Accessories,5,45.31,226.55,1133
388,2025-03-28,North,Gadget,Hardware,19,124.76,2370.44,1130
389,2025-04-01,West,Doohickey,Electronics,5,130.75,653.75,1116
390,2025-07-31,North,Doohickey,Electronics,10,182.2,1822.0,1101
391,2024-09-17,West,Gadget,Hardware,19,22.89,434.91,1108
392,2024-12-18,East,Thingamajig,Accessories,2,233.97,467.94,1017
393,2025-04-28,North,Doohickey,Electronics,6,193.4,1160.4,1196
394,2025-10-18,West,Doohickey,Electronics,12,248.25,2979.0,1097
395,2025-04-04,West,Doohickey,Electronics,13,24.66,320.58,1169
